1074181.3,Streptococcus mutans TCI-279,,1074181,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074181,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-279,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-279,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72101,SAMN02436440,GCA_000229845.2,,AGMH00000000,,WGS,,,,,,136,1809821,37,21,28111,37,,,1740,99.5,99.3,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.143Z,2015-03-16T03:17:09.594Z
1074182.3,Streptococcus mutans TCI-280,,1074182,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074182,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-280,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-280,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72103,SAMN02436610,GCA_000229865.2,,AGMI00000000,,WGS,,,,,,119,1818786,36.9,18,30160,36,,,1756,99.4,99,0.4,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.152Z,2015-03-16T03:17:09.594Z
1074183.3,Streptococcus mutans TCI-289,,1074183,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074183,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-289,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-289,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72105,SAMN02436611,GCA_000229885.2,,AGMJ00000000,,WGS,,,,,,140,1798201,37,21,28259,37,,,1739,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.160Z,2015-03-16T03:17:09.594Z
1074184.3,Streptococcus mutans TCI-292,,1074184,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074184,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-292,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-292,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72107,SAMN02436522,GCA_000229905.2,,AGMK00000000,,WGS,,,,,,137,1810877,37,20,28102,37,,,1751,99.6,99.3,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.169Z,2015-03-16T03:17:09.594Z
1074185.3,Streptococcus mutans TCI-294,,1074185,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074185,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-294,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-294,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72109,SAMN02436441,GCA_000229925.2,,AGML00000000,,WGS,,,,,,109,1891335,36.8,15,42230,38,,,1814,99.2,98.7,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.178Z,2015-03-16T03:17:09.594Z
1074186.3,Streptococcus mutans TCI-298,,1074186,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074186,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-298,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-298,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72111,SAMN02436523,GCA_000229945.2,,AGMM00000000,,WGS,,,,,,136,1743498,37,18,29034,35,,,1670,99.3,98.7,,99.3,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.188Z,2015-03-16T03:17:09.594Z
1074190.3,Streptococcus mutans TCI-30,,1074190,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074190,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-30,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-30,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72115,SAMN02436612,GCA_000229965.2,,AGMN00000000,,WGS,,,,,,103,1880026,36.8,14,47534,38,,,1811,99.3,98.8,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.197Z,2015-03-16T03:17:09.594Z
1074092.3,Streptococcus mutans TCI-399,,1074092,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074092,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-399,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-399,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71947,SAMN02436613,GCA_000229985.2,,AGMO00000000,,WGS,,,,,,53,1935728,36.7,10,79621,37,,,1869,99.6,99.3,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.209Z,2015-03-16T03:17:09.594Z
1074093.3,Streptococcus mutans TCI-400,,1074093,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074093,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-400,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-400,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71949,SAMN02436359,GCA_000230005.2,,AGMP00000000,,WGS,,,,,,93,1869620,36.8,13,46397,36,,,1808,99.1,98.8,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.219Z,2015-03-16T03:17:09.594Z
1074100.3,Streptococcus mutans TCI-51,,1074100,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074100,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-51,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-51,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71955,SAMN02436360,GCA_000230025.2,,AGMQ00000000,,WGS,,,,,,57,1936890,36.7,11,72944,36,,,1862,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.228Z,2015-03-16T03:17:09.594Z
1074101.3,Streptococcus mutans TCI-62,,1074101,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074101,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-62,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-62,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71957,SAMN02436361,GCA_000230045.2,,AGMR00000000,,WGS,,,,,,135,1804833,37,20,29421,38,,,1740,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.237Z,2015-03-16T03:17:09.594Z
1074102.3,Streptococcus mutans TCI-70,,1074102,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074102,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-70,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-70,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71959,SAMN02436362,GCA_000230065.2,,AGMS00000000,,WGS,,,,,,109,1855602,36.8,13,46287,35,,,1785,99.1,98.8,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.245Z,2015-03-16T03:17:09.594Z
1074104.3,Streptococcus mutans TCI-75,,1074104,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074104,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-75,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-75,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71961,SAMN02436363,GCA_000230085.2,,AGMT00000000,,WGS,,,,,,108,1879483,36.8,14,46305,39,,,1806,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.254Z,2015-03-16T03:17:09.594Z
1074105.3,Streptococcus mutans TCI-78,,1074105,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074105,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-78,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-78,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71963,SAMN02436596,GCA_000230105.2,,AGMU00000000,,WGS,,,,,,110,1883089,36.8,14,46521,38,,,1820,99.1,98.7,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.263Z,2015-03-16T03:17:09.594Z
1074106.3,Streptococcus mutans TCI-82,,1074106,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074106,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-82,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-82,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71965,SAMN02436524,GCA_000230125.2,,AGMV00000000,,WGS,,,,,,48,1941227,36.7,9,86925,37,,,1876,99.6,99.4,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.272Z,2015-03-16T03:17:09.594Z
1074107.3,Streptococcus mutans TCI-85,,1074107,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074107,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-85,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-85,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71967,SAMN02436442,GCA_000230145.2,,AGMW00000000,,WGS,,,,,,64,1921849,36.8,10,85177,39,,,1854,99.4,99.2,,99.6,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.280Z,2015-03-16T03:17:09.594Z
1074108.3,Streptococcus mutans TCI-86,,1074108,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074108,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-86,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-86,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71969,SAMN02436525,GCA_000230165.2,,AGMX00000000,,WGS,,,,,,128,1820007,37,15,38097,35,,,1747,99.2,98.8,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.289Z,2015-03-16T03:17:09.594Z
1074109.3,Streptococcus mutans TCI-92,,1074109,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074109,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-92,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-92,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71971,SAMN02436597,GCA_000230185.2,,AGMY00000000,,WGS,,,,,,49,1941392,36.7,9,86920,38,,,1879,99.6,99.4,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.298Z,2015-03-16T03:17:09.594Z
1074111.3,Streptococcus mutans TCI-96,,1074111,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074111,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-96,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-96,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71973,SAMN02436526,GCA_000230205.2,,AGMZ00000000,,WGS,,,,,,121,1800548,37,17,38353,35,,,1734,99.2,98.9,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.308Z,2015-03-16T03:17:09.594Z
1074112.3,Streptococcus mutans TCI-99,,1074112,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074112,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-99,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-99,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71975,SAMN02436527,GCA_000230225.2,,AGNA00000000,,WGS,,,,,,132,1814786,36.9,19,36602,38,,,1750,99.1,98.8,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Sequencing clinical isolates from dental plaque.  Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:32.316Z,2015-03-16T03:17:09.594Z
857106.3,Streptococcus mutans U2B,,857106,131567;2;1783272;1239;91061;186826;1300;1301;1309;857106,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans U2B,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,U2B,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49851,SAMN02428989,GCA_000340175.1,,AGWE00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,103,1960144,36.8,12,50994,28,3,,1910,99.6,99.3,0.7,100,,oral cavity,,2005,2005,,Turkey,Asia,Turkey,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans U2B genome sequencing project.,2014-12-08T22:13:32.342Z,2015-03-16T03:17:09.594Z
857153.3,Streptococcus mutans 8ID3,,857153,131567;2;1783272;1239;91061;186826;1300;1301;1309;857153,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans 8ID3,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,8ID3,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49757,SAMN02429079,GCA_000339595.1,,AHRB00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,100,1908740,36.8,14,48134,28,3,,1864,99.4,99.1,,100,,oral cavity,,,,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans 81D3 genome sequencing project.,2014-12-08T22:13:31.011Z,2015-03-16T03:17:09.594Z
857105.3,Streptococcus mutans S1B,,857105,131567;2;1783272;1239;91061;186826;1300;1301;1309;857105,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans S1B,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,S1B,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49853,SAMN02428982,GCA_000339055.1,,AHRC00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,132,2006359,36.8,18,34256,33,3,,1950,99.6,99.3,,100,,oral cavity,,2001,2001,,Turkey,Asia,Turkey,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans S1B genome sequencing project.,2014-12-08T22:13:31.532Z,2015-03-16T03:17:09.594Z
857104.3,Streptococcus mutans SA38,,857104,131567;2;1783272;1239;91061;186826;1300;1301;1309;857104,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans SA38,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,SA38,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49855,SAMN02428983,GCA_000339615.1,,AHRD00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,91,1992890,36.8,14,55097,28,3,,1856,99.6,99,,100,,oral cavity,,2001,2001,,South Africa,Africa,South Africa,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans SA38 genome sequencing project.,2014-12-08T22:13:31.541Z,2015-03-16T03:17:09.594Z
857103.3,Streptococcus mutans SA41,,857103,131567;2;1783272;1239;91061;186826;1300;1301;1309;857103,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans SA41,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,SA41,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49859,SAMN02429080,GCA_000339075.1,,AHRE00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,104,1952324,36.8,14,49755,28,4,,1905,99.6,99.1,,100,,oral cavity,,2001,2001,,South Africa,Africa,South Africa,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans SA41 genome sequencing project.,2014-12-08T22:13:31.550Z,2015-03-16T03:17:09.594Z
857102.3,Streptococcus mutans SF12,,857102,131567;2;1783272;1239;91061;186826;1300;1301;1309;857102,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans SF12,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,SF12,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49861,SAMN02429033,GCA_000339095.1,,AHRF00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,107,1925888,36.8,15,48902,28,3,,1893,99.6,99.2,,100,,oral cavity,,2001,2001,,USA,,United States,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans SF12 genome sequencing project.,2014-12-08T22:13:31.568Z,2015-03-16T03:17:09.594Z
857101.3,Streptococcus mutans R221,,857101,131567;2;1783272;1239;91061;186826;1300;1301;1309;857101,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans R221,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,R221,,,,,,,,,,,,,,,,, ,,,Good,2013-02-11T00:00:00Z,23228887,,PRJNA49863,SAMN02429034,GCA_000339115.1,,AHRG00000000,,WGS,Illumina GAII single end reads,50x,Velvet v. 0.7.55,,,109,1983724,36.8,15,44915,28,3,,1931,99.6,99,0.7,100,,oral cavity,,,,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,,Human,,,,,Streptococcus mutans R221 genome sequencing project.,2014-12-08T22:13:31.522Z,2015-03-16T03:17:09.594Z
